"id","promotion","tri","nom","prenom","sexe","titre","notBefore","notAfter","authorKey","authorRef","ppn_position","ppn_these","an_these"
"195203","1952","cahen","Cahen","Gilbert","1","L’amandellerie. Diplomatique de l’acte privé messin du Bas_Moyen_Âge","500","1099","195203_cahen","","","",""
"195204","1952","charnier","Charnier","Henri","1","Les orfèvres de Paris et leur corporation du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvii<sup>e</sup></abbr> siècle","1200","1699","195204_charnier","","","",""
"195205","1952","feline","Feline, De","Bernadette","2","La fin des corporations parisiennes (1776-1791)","1776","1791","195205_feline","","","",""
"195206","1952","garaud","Garaud","Janine","2","La religion catholique à Paris au <abbr>xvii<sup>e</sup></abbr> siècle","1600","1699","195206_garaud","","","",""
"195207","1952","gerard","Gerard","Pierre","1","Le pariage et le bourg de Luxeuil jusqu’au milieu du <abbr>xvi<sup>e</sup></abbr> siècle","500","1599","195207_gerard","","","",""
"195208","1952","gilles","Gilles","Henri","1","Les états du Languedoc au <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","195208_gilles","","","",""
"195209","1952","giraud","Giraud","René","1","L’agriculture dans le Haut-Maine à la fin de l’Ancien_Régime (1750-1789)","1750","1789","195209_giraud","","","",""
"195210","1952","gremont","Gremont","Bernard","1","La chronique d’Yves_de_Saint-Denis","1268","1314","195210_gremont","","","",""
"195211","1952","guibert","Guibert","Monique","2","Le chemin dans la toponymie du midi de la France","-500","1952","195211_guibert","","","",""
"195212","1952","lemee","Lemee","Bernard","1","Les missions du diplomate Hercule_de_Charnacé de 1629 à 1633","1629","1633","195212_lemee","","","",""
"195213","1952","meras","Meras","Mathieu","1","Les seigneurs de Beaujeu du <abbr>x<sup>e</sup></abbr> siècle à 1400","900","1400","195213_meras","","","",""
"195214","1952","millaud","Millaud","Jeannine","2","La vie et l’œuvre de dom Luc d’Achery, religieux bénédictin de la Congrégation de Saint-Maur (1609-1685)","1609","1685","195214_millaud","","","",""
"195215","1952","morin","Morin","Marie-Renée","2","Recherches sur l’histoire du Pont-au-Change","500","1499","195215_morin","","","",""
"195216","1952","piezzoli","Piezzoli","Thérèse","2","<i>La_Voie_d_Enfer_et_de_Paradis</i>, poème du <abbr>xiv<sup>e</sup></abbr> siècle","1300","1399","195216_piezzoli","","","",""
"195217","1952","santschy","Santschy","Jean-Louis","1","Le rôle de l’ambassadeur Barthélemy dans les rapports franco-helvétiques en 1793","1793","1793","195217_santschy","","","",""
"195218","1952","theurillat","Theurillat","Jean-Marie","1","L’abbaye de Saint-Maurice_d_Agaune, des origines à la réforme canoniale (515-830)","515","830","195218_theurillat","","","",""
"195101","1951","bagneris","Bagneris","Bernard","1","La vie économique de l’abbaye de Montier-la-Celle du <abbr>xiv<sup>e</sup></abbr> au <abbr>xvii<sup>e</sup></abbr> siècle","1300","1699","195101_bagneris","","","",""
"195102","1951","basserau","Basserau","Claude-Henriette","2","Jean_Briçonnet_l_Aîné et Jean_Briçonnet_le_Jeune, bourgeois de Tours et financiers au <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","195102_basserau","","","",""
"195103","1951","bourdel","Bourdel","Nicole","2","Études sur quelques bibliothèques de particuliers au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","195103_bourdel","","","",""
"195104","1951","bruand","Bruand","Yves","1","L’architecture militaire en Bourbonnais du <abbr>xiii<sup>e</sup></abbr> au <abbr>xv<sup>e</sup></abbr> siècle","1200","1499","195104_bruand","","","",""
"195105","1951","burckard","Burckard","François","1","Organisation, personnel et rôle du Conseil souverain d’Alsace de 1715 à 1790","1715","1790","195105_burckard","","","",""
"195106","1951","burgaud","Burgaud","Claude","","La vie maritime à Calais de 1680 à 1715","1680","1715","195106_burgaud","","","",""
"195107","1951","charpy","Charpy","Jacques","1","Les Haras d’Ancien_Régime et l’élevage du cheval en Bretagne (1666-1790)","1666","1790","195107_charpy","","","",""
"195108","1951","dumas","Dumas","Georges","1","Les tailleurs d’habits et les bonnetiers à Paris du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle","1200","1599","195108_dumas","","","",""
"195109","1951","grandmottet","Grandmottet","Odile","2","Histoire rurale de la seigneurie de Villepreux au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","195109_grandmottet","","","",""
"195110","1951","guerout","Guerout","Jean","1","Le Palais_de_la_Cité à Paris des origines à 1417","500","1417","195110_guerout","","","",""
"195111","1951","guillou","Guillou","André","1","Recherches sur la diplomatique des actes de la Chancellerie impériale à Byzance","476","1453","195111_guillou","","","",""
"195112","1951","henry","Henry","Suzanne","2","La décoration marginale française dans les manuscrits du milieu du <abbr>xiii<sup>e</sup></abbr> à la fin du <abbr>xv<sup>e</sup></abbr> siècle","1250","1499","195112_henry","","","",""
"195113","1951","houriez","Houriez","Elisabeth","2","Les institutions communales de la ville de Chauny (1166-1565)","1166","1565","195113_houriez","","","",""
"195114","1951","hours","Hours","Henri","1","Le retour de Lyon sous l’autorité royale à la fin des guerres_de_Religion (1593-1597)","1593","1597","195114_hours","","","",""
"195115","1951","huon","Huon","Antoinette","2","Les emblèmes profanes à Paris au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","195115_huon","","","",""
"195116","1951","lepaul","Le Paul","Michèle","2","Le <i>Speculum_universale</i> de Raoul_Ardent","1150","1199","195116_lepaul","","","",""
"195117","1951","leroyladurie","Le Roy Ladurie","Marie","2","Catalogue des actes des ducs de Normandie de 911 à 1066","911","1066","195117_leroyladurie","","","",""
"195118","1951","leotoingdanjony","Leotoing D’anjony, De","Georges","1","La communauté des prêtres-filleuls de l’église Notre-Dame_d_Aurillac du <abbr>xiii<sup>e</sup></abbr> siècle à la Révolution","1200","1789","195118_leotoingdanjony","","","",""
"195119","1951","montety","Montety, De","Marie-Henriette","2","Albert_de_Gondi, maréchal de Retz (1522-1602)","1522","1602","195119_montety","","","",""
"195120","1951","nortier","Nortier","Michel","1","Le rattachement de la Normandie à la couronne de France","1204","1204","195120_nortier","","","",""
"195121","1951","peyregne","Peyregne","Antoine","1","La pénétration du régie français en Bordelais de 1453 à 1461","1453","1461","195121_peyregne","","","",""
"195122","1951","rocher","Rocher","Jean-Louis","1","Recherches sur l’histoire du vignoble champenois","500","1951","195122_rocher","","","",""
"195123","1951","thirion","Thirion","Jacques","1","L’architecture religieuse à l’époque romane dans les anciens diocèses de Provence orientale","1030","1150","195123_thirion","","","",""
"195124","1951","wilsdorf","Wilsdorf","Christian","1","Les comtes de Ferrette et leur seigneurie du début du <abbr>xii<sup>e</sup></abbr> siècle à 1324","1100","1324","195124_wilsdorf","","","",""
"195001","1950","blochmichel","Bloch-Michel","Antoine","1","Michel_de_Lailler, bourgeois de Paris (vers 1370-1440)","1370","1440","195001_blochmichel","","","",""
"195002","1950","bottineau","Bottineau","Yves","1","La vie de cour au château de Fontainebleau sous Louis_XIV (1643-1715)","1643","1715","195002_bottineau","","","",""
"195003","1950","boucher","Boucher","Geneviève","2","La faune dans les enluminures françaises aux <abbr>xiii<sup>e</sup></abbr>, <abbr>xiv<sup>e</sup></abbr> et <abbr>xv<sup>e</sup></abbr> siècles","1200","1499","195003_boucher","","","",""
"195004","1950","bouchon","Bouchon","Marianne","2","Étude sur deux traités latins d’art culinaire","-500","476","195004_bouchon","","","",""
"195005","1950","caster","Caster","Gilles","1","Le commerce du pastel à Toulouse au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","195005_caster","","","",""
"195006","1950","cateland","Cateland","Denise","2","L’abbaye bénédictine de Savigny-en-Lyonnais des origines au <abbr>xvi<sup>e</sup></abbr> siècle","500","1599","195006_cateland","","","",""
"195007","1950","chomel","Chomel","Vital","1","Les paysans du Bas-Dauphiné septentrional au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","195007_chomel","","","",""
"195008","1950","cordier","Cordier","Claudine","2","Sainte-Foy-la-Grande au temps des guerres_de_Religion (1541-1622)","1541","1622","195008_cordier","","","",""
"195009","1950","deslandres","Deslandres","Yvonne","2","La décoration des manuscrits dans la région parisienne du <abbr>ix<sup>e</sup></abbr> au début du <abbr>xiii<sup>e</sup></abbr> siècle","800","1299","195009_deslandres","","","",""
"195010","1950","devos","Devos","Jean-Claude","1","La formation du temporel de l’abbaye Saint-Victor-de-Marseille","400","1499","195010_devos","","","",""
"195011","1950","ferriere","Ferriere","Andrée","1","<i>Hugues_Capet</i>. Chanson de geste du <abbr>xiv<sup>e</sup></abbr> siècle. Étude d’histoire littéraire suivie d’une édition","1300","1399","195011_ferriere","","","",""
"195012","1950","fossier","Fossier-Dupont","Lucie","2","L’économie rurale de la Flandre wallonne au <abbr>xiv<sup>e</sup></abbr> siècle","1300","1399","195012_fossier","","","",""
"195013","1950","giteau","Giteau","Françoise","2","Le conseil ducal de Bretagne au <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","195013_giteau","","","",""
"195014","1950","gourmelon","Gourmelon","Roger","1","L’industrie et le commerce des draps à Paris du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle","1200","1599","195014_gourmelon","","","",""
"195015","1950","lacostemesseliere","La Coste-Messeliere, De","René","1","Recherches sur le pagus, la viguerie et la châtellenie de Melle (X<sup>e</sup>-XV<sup>e</sup> siècle)","900","1499","195015_lacostemesseliere","","","",""
"195016","1950","lang","Lang","François","1","Bernard_de_Trilia et ses <i>Quaestiones_de_cognitione_animae_coniunctae_corpori</i>. Étude et édition","1240","1292","195016_lang","","","",""
"195017","1950","lepaul","Le Paul","Michelle","2","Étude du <i>Speculum_Universale</i> de Raoul_Ardent et édition du premier livre","1150","1210","195017_lepaul","","","",""
"195018","1950","lesure","Lesure","Françoise","2","Les joueurs d’instruments et la musique instrumentale à Paris au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","195018_lesure","","","",""
"195019","1950","pardessus","Pardessus","Monique","2","Le rôle du clergé de Paris pendant l’occupation anglaise de la guerre_de_Cent_ans (1420-1436)","1420","1436","195019_pardessus","","","",""
"195020","1950","parent","Parent","Rose-Anne","2","La mission de Louis_des_Hayes_de_Courmenin dans les pays du Nord en 1629","1629","1629","195020_parent","","","",""
"195021","1950","pommier","Pommier","Edouard","1","Le comté de Montbéliard des origines à la fin du <abbr>xiv<sup>e</sup></abbr> siècle","800","1399","195021_pommier","","","",""
"195022","1950","portejoie","Portejoie","Paulette","2","L’ancien coutumier de Champagne. Étude et édition","1280","1299","195022_portejoie","","","",""
"195023","1950","queguiner","Queguiner","Jean","1","Recherches sur les chapellenies au Moyen_Âge","500","1499","195023_queguiner","","","",""
"195024","1950","rollet","Rollet","Pierre","1","L’Embrunais du <abbr>xi<sup>e</sup></abbr> au <abbr>xiii<sup>e</sup></abbr> siècle","1000","1299","195024_rollet","","","",""
"195025","1950","sarotte","Sarotte","Monique","2","Histoire rurale de la seigneurie de Saint-Cloud, Garches et Marnes aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles","1600","1799","195025_sarotte","","","",""
"195026","1950","scherer","Scherer","André","1","L’Église en Franche-Comté de 1580 à 1640 : étude de sociologie religieuse","1580","1640","195026_scherer","","","",""
"195027","1950","souchal","Souchal","François","1","Les artistes à la cour des ducs de Lorraine Léopold et François_III (1698-1737)","1698","1737","195027_souchal","","","",""
"194901","1949","aubry","Aubry","Marie-Thérèse","2","La principauté de Salm, en Vosges, pendant la seconde moitié du <abbr>xviii<sup>e</sup></abbr> siècle","1750","1799","194901_aubry","","","",""
"194902","1949","audouy","Audouy","Joël","1","Le temporel de l’abbaye de Longchamp des origines à la fin du <abbr>xv<sup>e</sup></abbr> siècle","1255","1499","194902_audouy","","","",""
"194903","1949","bouchard","Bouchard","Hélène","2","Philippe_Pot, grand sénéchal de Bourgogne (1428-1493)","1428","1493","194903_bouchard","","","",""
"194904","1949","bougard","Bougard","Pierre","1","Les <i>Questions</i> de Robert_Kilwardby sur le second livre des <i>Sentences</i>","1200","1279","194904_bougard","","","",""
"194905","1949","breuillac","Breuillac","Georges","1","La situation économique et sociale de Lyon au début du <abbr>xvi<sup>e</sup></abbr> siècle","1500","1550","194905_breuillac","","","",""
"194906","1949","chefdeville","Chefdeville","Madeleine","2","La vie privée à l’Île-de-France sous l’administration royale (1767-1789)","1767","1789","194906_chefdeville","","","",""
"194907","1949","denieul","Denieul","Michel","1","L’Hôpital_Saint-Yves de Rennes","500","1789","194907_denieul","","","",""
"194908","1949","duchein","Duchein","Michel","1","Le poète Michault_Le_Caron, dit Taillevent","1390","1458","194908_duchein","","","",""
"194909","1949","duchetsuchaux","Duchet-Suchaux","Gaston","1","Le <i>Carolinus</i> de Gilles_de_Paris. Étude et édition","1160","1224","194909_duchetsuchaux","","","",""
"194910","1949","fossier","Fossier","Robert","1","La vie économique de l’abbaye de Clairvaux, des origines à la fin de la guerre_de_Cent_ans (1115-1471)","1115","1471","194910_fossier","","","",""
"194911","1949","gernet","Gernet","Michel","1","Les communautés de métier à Paris dans la seconde moitié du <abbr>xv<sup>e</sup></abbr> siècle","1450","1499","194911_gernet","","","",""
"194912","1949","goyheneche","Goyhenêche","Eugène","1","Bayonne et la région bayonnaise, du <abbr>xii<sup>e</sup></abbr> au <abbr>xv<sup>e</sup></abbr> siècle : étude d’histoire économique et sociale","1100","1499","194912_goyheneche","","","",""
"194913","1949","greiner","Greiner","Lily","2","La seigneurie épiscopale de Strasbourg jusqu’en 1274 et les origines de la supériorité territoriale","500","1274","194913_greiner","","","",""
"194914","1949","jordan","Jordan","Nicole","2","Théodore_Godefroy, historiographe de France (1580-1649)","1580","1649","194914_jordan","","","",""
"194915","1949","klein","Klein","Paul","1","La vie privée en France au <abbr>xi<sup>e</sup></abbr> siècle, d’après les commentaires de Rachi","1000","1099","194915_klein","","","",""
"194916","1949","lassalle","Lassalle","Geneviève","2","L’administration financière de l’intendant Dupré de Saint-Maur_en_Guyenne (1774-1784)","1774","1784","194916_lassalle","","","",""
"194917","1949","leguiner","Le Guiner","Monique","2","Le bail à domaine congéable, des origines à la Révolution","500","1789","194917_leguiner","","","",""
"194918","1949","lesaulnierdesaintjouan","Le Saulnier De Saint-Jouan","Régis","1","Le nom de famille en Béarn et ses origines","500","1499","194918_lesaulnierdesaintjouan","","","",""
"194919","1949","liegeas","Liegeas","Marie-Thérèse","2","Histoire du bourg de Rugles jusqu’à la Révolution","500","1789","194919_liegeas","","","",""
"194920","1949","limouzineau","Limouzineau","Madeleine","2","L’organisation d’un prieuré de l’ordre de Malte aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècle, d’après le prieuré d’Aquitaine","1600","1799","194920_limouzineau","","","",""
"194921","1949","rollet","Rollet","Pierre","1","Histoire des institutions du comté d’Embrun, du <abbr>xi<sup>e</sup></abbr> au <abbr>xiii<sup>e</sup></abbr> siècle","1000","1299","194921_rollet","","","",""
"194922","1949","sablou","Sablou","Jean","1","La manufacture des draps à Lodève, du <abbr>xiii<sup>e</sup></abbr> au <abbr>xviii<sup>e</sup></abbr> siècle","1200","1799","194922_sablou","","","",""
"194923","1949","sornay","Sornay-Holleaux","Janine","2","La ville de Saint-Denis au <abbr>xviii<sup>e</sup></abbr> siècle. Étude d’histoire économique","1700","1799","194923_sornay","","","",""
"194924","1949","terris","Terris","Bernadette","2","La Vierge de la Passion dans la littérature jusqu’à la fin du <abbr>xv<sup>e</sup></abbr> siècle","1100","1499","194924_terris","","","",""
"194925","1949","trabutcussac","Trabut-Cussac","Jean-Paul","1","L’administration anglaise en Gascogne sous Henri_III et Edouard_I<sup>er</sup>, de 1252 à 1307","1252","1307","194925_trabutcussac","","","",""
"194926","1949","yvon","Yvon-Briand","Anne-Marie","2","La vie musicale à Notre-Dame de Paris aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles","1600","1799","194926_yvon","","","",""
"194927","1949","zarb","Zarb","Mireille","2","Les privilèges de la ville de Marseille, des origines à la fin de l’Ancien_Régime","500","1789","194927_zarb","","","",""
"194801","1948","antoine","Antoine","Michel","1","Le secrétariat d’État de Bertin (1763-1780)","1763","1780","194801_antoine","","","",""
"194802","1948","billotey","Billotey","Françoise","2","La Chartreuse de Bourgfontaine-en-Valois, des origines à la Révolution","500","1789","194802_billotey","","","",""
"194803","1948","bousquet","Bousquet","Jacques","1","Le <i>Breviari_d_Amor</i> de Matfré_Ermengau","1288","1292","194803_bousquet","","","",""
"194804","1948","colnat","Colnat","Jean","1","Les finances des duchés de Lorraine et de Bar sous le règne des ducs Léopold_I<sup>er</sup> et François_III (1698-1737)","1698","1737","194804_colnat","","","",""
"194805","1948","duchaillut","Duchaillut","Micheline","2","Les finances de la ville de Paris de 1660 à 1715","1660","1715","194805_duchaillut","","","",""
"194806","1948","fleury","Fleury","Michel","1","Le bailliage d’Amiens aux <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles","1200","1399","194806_fleury","","","",""
"194807","1948","guerin","Guerin","Isabelle","2","Recherches sur la vie rurale en Sologne aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xv<sup>e</sup></abbr> siècles","1300","1499","194807_guerin","","","",""
"194808","1948","lamotte","Lamotte","Pierre","1","Les églises romanes et gothiques de l’ancien archidiaconé du Gâtinais","1000","1499","194808_lamotte","","","",""
"194809","1948","laurent","Laurent","Jean-Paul","1","Géographie politique et administrative du Périgord, du milieu du <abbr>xiii<sup>e</sup></abbr> à la fin du <abbr>xvi<sup>e</sup></abbr> siècle","1200","1599","194809_laurent","","","",""
"194810","1948","lemay","Lemay","Janine","2","La guerre_de_course à Saint-Malo pendant les guerres de Louis_XV","1735","1763","194810_lemay","","","",""
"194811","1948","maillard","Maillard","François","1","Les traductions du <i>De_regimine_principum</i> de Gille_de_Rome","1250","1499","194811_maillard","","","",""
"194812","1948","mironneau","Mironneau","Jacques","1","La propriété foncière en Poitou aux <abbr>ix<sup>e</sup></abbr> et <abbr>x<sup>e</sup></abbr> siècles","800","999","194812_mironneau","","","",""
"194813","1948","narget","Narget","Paulette","2","La prévôté de Corbeil, des origines à la Révolution","500","1789","194813_narget","","","",""
"194814","1948","oursel","Oursel","Raymond","1","Les églises romanes de l’ancien archidiaconé d’Autun","1000","1199","194814_oursel","","","",""
"194815","1948","perotin","Perotin","Yves","1","Le chapitre collégial de Saint-Seurin de Bordeaux, des origines à 1462","500","1462","194815_perotin","","","",""
"194816","1948","pris","Pris","Claude","","Cormeilles-en-Vexin au <abbr>xviii<sup>e</sup></abbr> siècle. Étude d’histoire rurale","1700","1799","194816_pris","","","",""
"194817","1948","savouret","Savouret","Bernard","1","L’abbaye de Montiéramey de 837 à 1501","837","1501","194817_savouret","","","",""
"194818","1948","taillemite","Taillemite","Etienne","1","La vie économique et sociale à Bourges de 1450 à 1560","1450","1560","194818_taillemite","","","",""
"194819","1948","vidron","Vidron","Françoise","2","La vénerie royale au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","194819_vidron","","","",""
"194820","1948","yvon","Yvon","Jacques","1","L’illustration des romans arthuriens, du <abbr>xiii<sup>e</sup></abbr> au <abbr>xv<sup>e</sup></abbr> siècle","1200","1499","194820_yvon","","","",""
"194701","1947","allain","Allain","Robert","1","La politique domaniale du roi René_de_Provence (1434-1480)","1434","1480","194701_allain","","","",""
"194702","1947","beaujouan","Beaujouan","Guy","1","Recherches sur l’histoire de l’arithmétique au Moyen_Âge","500","1499","194702_beaujouan","","","",""
"194703","1947","busson","Busson","Jean-Pierre","1","Imbert_de_la_Platière_des_Bordes, dit Bourdillon, maréchal de France (1516-1567)","1516","1567","194703_busson","","","",""
"194704","1947","collier","Collier","Raymond","1","Le domaine de la_maison_des_Baux","500","1499","194704_collier","","","",""
"194705","1947","dethan","Dethan","Georges","1","Gaston d’Orléans et la Fronde","1648","1653","194705_dethan","","","",""
"194706","1947","fleury","Fleury","Suzanne","2","Les institutions communales de la ville de Laon (1128-1331)","1128","1331","194706_fleury","","","",""
"194707","1947","girard","Girard","René","1","La vie privée à Avignon dans la seconde moitié du <abbr>xv<sup>e</sup></abbr> siècle","1450","1499","194707_girard","","","",""
"194708","1947","hauchecorne","Hauchecorne","François","1","Le Parlement de Bordeaux sous Charles_IX","1560","1574","194708_hauchecorne","","","",""
"194709","1947","laveronne","La Veronne, De","Chantal","2","Histoire de la ville du Blanc, des origines à 1789","500","1789","194709_laveronne","","","",""
"194710","1947","legier","Legier","Henri-Jacques","1","La monnaie de l’Église de Lyon","500","1499","194710_legier","","","",""
"194711","1947","lievre","Lievre","Marion","2","<i>Le_songe_du_vergier.</i> Étude et édition","1378","1378","194711_lievre","","","",""
"194712","1947","martin","Martin","Henri-Jean","1","Un polémiste sous Louis_XIV : Eustache_Le_Noble (1643-1711)","1643","1711","194712_martin","","","",""
"194713","1947","monfrin","Monfrin","Jacques","1","<i>Le_Secret_des_Secrets</i>, recherches sur les traductions françaises, suivies du texte de Jofroi_Waterford et Servais_Copale","900","1310","194713_monfrin","","","",""
"194714","1947","polge","Polge","Henri","1","Topographie historique de la ville de Besançon","500","1789","194714_polge","","","",""
"194715","1947","ribeyrotte","Ribeyrotte","Marie-Clarisse","2","Saint-Flour pendant la guerre_de_Cent_ans","1337","1453","194715_ribeyrotte","","","",""
"194716","1947","seve","Seve","Roger","1","La seigneurie épiscopale de Clermont, des origines à 1357","500","1357","194716_seve","","","",""
"194717","1947","villa","Villa","Nicole","2","La sénéchaussée de La_Mothe et Bourmont, des origines à 1634","500","1634","194717_villa","","","",""
"194601","1946","bernot","Bernot-Clement","Denise","2","L’architecture domestique dans le Bordelais au Moyen_Âge","500","1499","194601_bernot","","","",""
"194602","1946","cabane","Cabane","Mathilde","2","Histoire de Sumène de la Réforme à la Révolution","1500","1789","194602_cabane","","","",""
"194603","1946","debout","Debout","Marion","2","Les prieurés bénédictins en Forez des origines à la Révolution","500","1789","194603_debout","","","",""
"194604","1946","dubled","Dubled","Henri","1","Les frères Bureau et l’artillerie royale française (1437-1469)","1437","1469","194604_dubled","","","",""
"194605","1946","enjalran","Enjalran","Paulette","2","La vie religieuse dans les diocèses de Bourges, Limoges et Clermont du <abbr>x<sup>e</sup></abbr> à la fin du <abbr>xii<sup>e</sup></abbr> siècle","900","1199","194605_enjalran","","","",""
"194606","1946","estienne","Estienne","Jean","1","L’agriculture en Picardie au <abbr>xii<sup>e</sup></abbr> siècle","1100","1199","194606_estienne","","","",""
"194607","1946","fernillot","Fernillot","Yvonne","2","Les églises gothiques de l’ancien diocèse de Chalon","1100","1499","194607_fernillot","","","",""
"194608","1946","fournouxlachaze","Fournoux La Chaze, De","Bernard","1","Le comté d’Auvergne de 1213 à 1437","1213","1437","194608_fournouxlachaze","","","",""
"194609","1946","gauchery","Gauchery","Catherine","2","Les débuts de l’art classique en Berry. L’architecte Jean_Lejuge (1589-1650)","1589","1650","194609_gauchery","","","",""
"194610","1946","glenisson","Glénisson","Jean","1","Les enquêteurs-réformateurs de 1270 à 1328","1270","1328","194610_glenisson","","","",""
"194611","1946","greslebouignol","Gresle-Bouignol","Maurice","1","Les chartes de franchises de l’Auxerrois","1000","1299","194611_greslebouignol","","","",""
"194612","1946","landais","Landais","Hubert","1","Étude sur la géographie, l’histoire et l’administration de l’Anjou au <abbr>xiii<sup>e</sup></abbr> siècle","1200","1299","194612_landais","","","",""
"194613","1946","mathieudevienne","Mathieu De Vienne","René","1","Études sur le règne de René_II, duc de Lorraine et de Bar","1470","1508","194613_mathieudevienne","","","",""
"194614","1946","mollet","Mollet","Michèle","2","Un gentilhomme du <abbr>xvi<sup>e</sup></abbr> siècle, Marc_de_Rye, marquis de Varambon","1500","1599","194614_mollet","","","",""
"194615","1946","ouy","Ouy","Gilbert","1","Un commentateur des <i>Sentences</i> au <abbr>xiv<sup>e</sup></abbr> siècle, Jean_de_Mirecourt","1300","1399","194615_ouy","","","",""
"194616","1946","perret","Perret","André","1","Les hôpitaux de Châlons-sur-Marne jusqu’au <abbr>xvii<sup>e</sup></abbr> siècle","1000","1699","194616_perret","","","",""
"194617","1946","pins","Pins, De","Jean","1","Jean_de_Pins, évêque de Rieux (1468?-1537) et la famille des Pins des origines au <abbr>xvi<sup>e</sup></abbr> siècle","1468","1537","194617_pins","","","",""
"194618","1946","thilliez","Thilliez","Pierre","1","Les commissaires au Châtelet de Paris des origines à 1560","500","1560","194618_thilliez","","","",""
"194619","1946","trocme","Trocme","Étienne","1","Le commerce de La_Rochelle à la fin du <abbr>xvi<sup>e</sup></abbr> siècle et au début du <abbr>xvii<sup>e</sup></abbr> siècle","1550","1650","194619_trocme","","","",""
"194501","1945","auliac","Auliac","Suzanne","2","L’administration des intendants dans la généralité de Montauban de 1635 à 1715","1635","1715","194501_auliac","","","",""
"194502","1945","badalo","Badalo-Dulong","Marguerite-Claude","2","<i>Ciperis_de_Vignevaux</i>, chanson de geste du début du <abbr>xv<sup>e</sup></abbr> siècle. Étude et édition","1400","1450","194502_badalo","","","",""
"194503","1945","baratier","Baratier","Édouard","1","Le domaine comtal de Provence à l’avènement de Charles_I<sup>er</sup> d’Anjou (1246)","1246","1246","194503_baratier","","","",""
"194504","1945","becquart","Becquart","Noël","1","Notre-Dame-des-Prés, abbaye cistercienne au diocèse de Troyes","1231","1789","194504_becquart","","","",""
"194505","1945","binet","Binet","Françoise","2","Étude sur quelques familles de la bourgeoisie troyenne au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","194505_binet","","","",""
"194506","1945","bossuat","Bossuat","Denise","2","Guillaume_Sanguin, bourgeois de Paris (1370?-1442)","1370","1442","194506_bossuat","","","",""
"194507","1945","cazelles","Cazelles","Raymond","1","Robert_Bertran, baron de Bricquebec, maréchal de France (12..-1348)","1250","1348","194507_cazelles","","","",""
"194508","1945","cornet","Cornet","Denise","2","Les commentaires de l’<i>Anticlaudianus</i> d’Alain_de_Lille d’après les manuscrits de Paris. Étude suivie de l’édition du <i>Commentaire</i> de Raoul_de_Longchamp","1182","1183","194508_cornet","","","",""
"194509","1945","daon","Daon","Pierre","1","L’abbaye de Longues au diocèse de Bayeux. Étude suivie de l’édition du Cartulaire","500","1499","194509_daon","","","",""
"194510","1945","desgraves","Desgraves","Louis","1","L’intendant Claude_Boucher et l’administration de la généralité de Bordeaux de 1720 à 1743","1720","1743","194510_desgraves","","","",""
"194511","1945","grundt","Grundt","Lars-Otto","","La promulgation des lois de 1789 à l’an III","1789","1795","194511_grundt","","","",""
"194512","1945","menier","Menier","Antoinette","2","Le chapitre cathédral de Senlis de 1139 à 1516","1139","1516","194512_menier","","","",""
"194513","1945","prieur","Prieur","Armande","2","L’abbaye de Notre-Dame-du-Lys au diocèse de Sens","500","1789","194513_prieur","","","",""
"194514","1945","villard","Villard","François","1","Étude sur le <i>Grand_Gauthier</i> ou livre des aveux et dénombrements rendus à Jean, duc de Berry, par ses vassaux du Poitou","1392","1410","194514_villard","","","",""
"194401","1944","brasart","Brasart","Georgette","2","Le collège_de_la_Trinité et la Réforme à Lyon au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","194401_brasart","","","",""
"194402","1944","carof","Carof","Marguerite-Marie","2","L’ordre du Temple en Occident, des origines à 1187","1129","1187","194402_carof","","","",""
"194403","1944","cezard","Cezard","Pierre","1","La littérature des recettes du <abbr>xii<sup>e</sup></abbr> au <abbr>xvi<sup>e</sup></abbr> siècle, d’après les manuscrits des bibliothèques publiques de Paris","1100","1599","194403_cezard","","","",""
"194404","1944","coeur","Coeur","Françoise","2","Le libraire-imprimeur Pasquier_Bonhomme et son édition des <i>Grandes_Chroniques_de_France</i>","1477","1477","194404_coeur","","","",""
